stat,hard,koef_hard,line,fs1_public,prest,p2,p3,p1_1,p1_2,punkt,kodific,f10r13p1,f10r14p1_1,f10r14p1_2,f10r151_03,f10r14p1_6,f10r18p1,f10r18p1_2,f10r19p1um,f10r19p113,f10r19p114,f10r19p121,f10r211p1,f10r22p1,f10r24p1,f10r24p1gr,f10r24p2,f10r24p3,f10r25p1,f10r25p1gr,f10r25p2,f10r25p3,f10r27p1,f11r9p1_05,f11r9_no11,f11r9p1_21,f11r9p1_22,f11r9p1212,f11r9_no01,f11r91_24,f11r10no13,f11r17_01,f11r17_02,f11r17_03,f11r17_04,f11r17_07,f20r30_82,f60r15,f60r15p7,status,ord_r,fe1r32p1,fe1r33p1,fe1r33_16,fe1r331_12,fe1r331_20,fe1r34_04,fe1r351p1,fe2r18_33,fl1,fl1_2,fl1_wom,fl1_bwom,fl1_ml,fl1_nl,fl1u,fl1u_2,fl1u_wom,fl1u_bwom,fl1u_ml,fl1u_nl,fs1_neost,fs1r566_3o,fs1r567_1o,fs1r567_2,fs1r567_3o,fs1r567_4o,fs1r62_21,fs1r62_02,fs1r62_03,fs1r62_05,fs1r62_06,fs1r62_07,fs1r62_08,fs1r62_09,fs1r62_10,fs1r62_11,fs1r62_12,fs1r62_16,fs1r70_01,fs1r64,fs1r64_add,fs1r64_nn,fs1r64_0,fs1r64_05n,fs1r64_05x,fs1r64_06n,fs1r64_06x,fs1r64_09n,fs1r64_09x,fs1r64_12n,fs1r64_12x,fs1r64_11n,fs1r64_11x,fs1r64_01n,fs1r64_01x,fs1r65_o,fs1r65_n,fs1r65_02n,fs1r65_02x,d_izm,id
ст.113,1,2200,1,,1,1130001,FE1R10P1,Причинение тяжкого вреда здоровью при задержании л,Ќылмыс жасаєан адамды ўстап алу кезiнде денсаулыќќ,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,"05,06,09,11,01",,,,,1000,,1000,,400,,,,1,,1,,,,,2015-01-01,50
ст.114 ч.1,0,190,,1,2,1140001,FE1R10P1,Неосторожное причинение вреда здоровью,Денсаулыќќа абайсызда зиян келтiру,,1,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,80,,80,,80,,20,,,,,,,,,2015-01-01,51
ст.114 ч.2,0,360,,1,2,1140002,FE1R10P1,Неосторожное причинение вреда здоровью,Денсаулыќќа абайсызда зиян келтiру,,1,,,,,,,,,ALL,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,120,,120,,120,,30,,,,,,,,,2015-01-01,52
ст.114 ч.3,1,2160,,,1,1140003,FE1R10P1,Неосторожное причинение вреда здоровью,Денсаулыќќа абайсызда зиян келтiру,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,"05,06,09,11,01",,,,,1000,,1000,,400,,,,1,,1,,,,,2015-01-01,53
ст.114 ч.4,1,2800,,,1,1140004,FE1R10P1,Неосторожное причинение вреда здоровью,Денсаулыќќа абайсызда зиян келтiру,,,,,,,,,,,ALL,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,,,,2015-01-01,54
ст.115,0,400,1,2,2,1150001,FE1R10P1,Угроза,Ќорќыту,,1,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,"05,06,09,12",,,,,120,,120,,120,,30,,,,,,,,,2015-01-01,55
ст.115-1,0,1730,1,2,2,1150101,FE1R10P1,Сталкинг,Сталкинг,,1,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,200,,200,,200,,50,,,,,,,,,2025-09-16,56
ст.116 ч.1,2,6260,1,,1,1160001,FE1R10P1,Принуждение к изъятию или незаконное изъятие орган,Адамныѕ аєзалары мен тiндерiн алып ќоюєа мјжбїрлеу,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,,5,,02,,3,2015-01-01,57
ст.116 ч.2,3,11550,1,,1,1160002,FE1R10P1,Принуждение к изъятию или незаконное изъятие орган,Адамныѕ аєзалары мен тiндерiн алып ќоюєа мјжбїрлеу,"01,02,03,04,05,06,07,08,09,10",,,,,04,04,,,05,ALL,,03,02,07,,09,,,,,06,,,,,,01,,,,,,,,,,,,,2,0,,,NO,,,,"06,",,ALL,03,07,07,,02,,,,07,,,,02,"01,03,04,05,06,07,08,09,10",,,,05,,04,,,"01,07",,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,10,,"01,02",,5,2015-01-01,58
ст.116 ч.2,3,11960,1,,1,1160002,FE1R10P1,Принуждение к изъятию или незаконное изъятие орган,Адамныѕ аєзалары мен тiндерiн алып ќоюєа мјжбїрлеу,"01,02,03,04,05,06,07,08,09,10",,,,,04,04,,,05,ALL,,03,02,07,,09,,,,,06,,,,,,01,,,,,,,,,,,,,1,0,,,NO,,,,"06,",,ALL,03,07,07,,02,,,,07,,,,02,"01,03,04,05,06,07,08,09,10",,,,05,,04,,,"01,07",,,,,,,,01,,"05,06,11,",,,,,,,,,,,,6,10,,"01,02",,6,2020-01-11,59
ст.116 ч.3,3,13020,1,,1,1160003,FE1R10P1,Принуждение к изъятию или незаконное изъятие орган,Адамныѕ аєзалары мен тiндерiн алып ќоюєа мјжбїрлеу,,,,,,,,ALL -,,,ALL,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,ALL,,,,,,,,,,,,,ALL,ALL,,,,,,,,,,ALL,01,,"05,06,11,",,,,,,,,,,,,8,12,"01,02",,,10,2020-01-11,60
ст.116 ч.3,3,12950,1,,1,1160003,FE1R10P1,Принуждение к изъятию или незаконное изъятие орган,Адамныѕ аєзалары мен тiндерiн алып ќоюєа мјжбїрлеу,,,,,,,,ALL -,,,ALL,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,,,,,,ALL,,,,,,,,,,,,,ALL,ALL,,,,,,,,,,ALL,01,,"05,06,11,",,,,,,,,,,,,8,12,,"01,02",,10,2015-01-01,61
ст.117 ч.1,0,1190,,,2,1170001,FE1R10P1,Заражение венерической болезнью,Соз ауруын жўќтыру,,1,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,"05,06,09,12",,,,,100,,100,,120,,45,,,,,,,,,2015-01-01,62
ст.117 ч.2,1,2970,,,1,1170002,FE1R10P1,Заражение венерической болезнью,Соз ауруын жўќтыру,,,,,,,,,,,ALL,,2 и б,2 и б,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,,,,2015-01-01,63
ст.118 ч.1,0,1360,1,,2,1180001,FE1R10P1,Заражение вирусом иммунодефицита человека (ВИЧ/СПИ,Адамныѕ иммун тапшылыєы вирусын (АИТВ/ЖИТС) жўќтыр,,1,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,"05,06,09,12",,,,,200,,200,,180,,50,,,,,,,,,2015-01-01,64
ст.118 ч.2,2,6060,1,,1,1180002,FE1R10P1,Заражение вирусом иммунодефицита человека (ВИЧ/СПИ,Адамныѕ иммун тапшылыєы вирусын (АИТВ/ЖИТС) жўќтыр,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,,5,,,,,2015-01-01,65
ст.118 ч.3,3,10570,1,,1,1180003,FE1R10P1,Заражение вирусом иммунодефицита человека (ВИЧ/СПИ,Адамныѕ иммун тапшылыєы вирусын (АИТВ/ЖИТС) жўќтыр,,,,,,,,,,,ALL,,ALL -,ALL -,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,ALL,ALL,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,4,8,,,,,2015-01-01,66
ст.118 ч.3,3,11400,1,,1,1180003,FE1R10P1,Заражение вирусом иммунодефицита человека (ВИЧ/СПИ,Адамныѕ иммун тапшылыєы вирусын (АИТВ/ЖИТС) жўќтыр,,,,,,,,,,,ALL,,ALL -,ALL -,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,ALL,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,10,,,,,2020-01-11,67
ст.119 ч.1,0,1200,1,,2,1190001,FE1R10P1,Оставление в опасности,Ќауiптi жаєдайда ќалдыру,,1,,,,,,,,,ALL,,,малол,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,"05,06,09,12",,,,,100,,100,,120,,45,,,,,,,,,2015-01-01,68
ст.119 ч.2,1,2410,1,,1,1190002,FE1R10P1,Оставление в опасности,Ќауiптi жаєдайда ќалдыру,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,,,,,,,,ALL,,,,ALL,,,,,,,,"05,06,11,01",,,,,2000,,2000,,,,,,2,,2,,,,,2015-01-01,69
ст.119 ч.3,2,4150,1,,1,1190003,FE1R10P1,Оставление в опасности,Ќауiптi жаєдайда ќалдыру,,,,,,,,,,,ALL,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,ALL,,,,,,,,,,,,,ALL,,,,ALL,,,,,,,,"11,01",,"05,06,",,,,,,,,,,,3,,3,,,,,2015-01-01,70
ст.119 ч.4,2,6460,1,,1,1190004,FE1R10P1,Оставление в опасности,Ќауiптi жаєдайда ќалдыру,,,,,,,,,,,ALL,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,ALL,,,,,ALL,,,,,,,,,,,,,ALL,,,,,,,,,,,,"11,01",,"05,06,",,,,,,,,,,,5,,5,,,,,2015-01-01,71
ст.120 ч.1,3,10690,1,,1,1200001,FE1R10P1,Изнасилование,Зорлау,,,,,,,,,,,ALL,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,ALL,,NO,ALL,,ALL,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,8,,,,,2021-01-11,72
ст.120 ч.1,2,7710,1,2,1,1200001,FE1R10P1,Изнасилование,Зорлау,,,,,,,,,,,ALL,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,ALL,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,5,,,,,2019-04-13,73
ст.120 ч.1,2,7690,1,2,1,1200001,FE1R10P1,Изнасилование,Зорлау,,,,,,,,,,,ALL,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,ALL,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,5,,,,,2015-01-01,74
ст.120 ч.1,3,10670,1,,1,1200001,FE1R10P1,Изнасилование,Зорлау,,,,,,,,,,,ALL,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,ALL,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,8,,,,,2020-01-11,75
ст.120 ч.2,3,11370,1,,1,1200002,FE1R10P1,Изнасилование,Зорлау,"01,02,03,04",,,,,01,01,,,04,ALL,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,ALL,,,,,,,,,,,,ALL,,,,04,03,01,,,,,02,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,10,,,,,2019-04-13,76
ст.120 ч.2,3,13050,1,,1,1200002,FE1R10P1,Изнасилование,Зорлау,"01,02,03,04,05",,,,,01,01,,,04,ALL,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,ALL,,NO,ALL,,ALL,,,,,,,,,,,,ALL,,,,04,03,01,,,,,02,,,,,,01,,"05,06,11,",,,,,,,,,,,,9,12,,,,,2021-01-11,77
ст.120 ч.2,3,13030,1,,1,1200002,FE1R10P1,Изнасилование,Зорлау,"01,02,03,04,05",,,,,01,01,,,04,ALL,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,ALL,,,,,,,,,,,,ALL,,,,04,03,01,,,,,02,,,,,,01,,"05,06,11,",,,,,,,,,,,,9,12,,,,,2020-01-11,78
ст.120 ч.2,3,11100,1,,1,1200002,FE1R10P1,Изнасилование,Зорлау,"01,02,03,04",,,,,01,01,,,04,ALL,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,ALL,,,,,,,,,,,,ALL,,,,04,03,01,,,,,02,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,10,,,,,2015-01-01,79
ст.120 ч.3,4,13610,1,,1,1200003,FE1R10P1,Изнасилование,Зорлау,"01,02,04,06",,,,,,,06,,,ALL,,,,ALL,01,,,,,,,,,,,,,,,,,,,04,,,,,,2,0,,,NO,,,ALL,,,ALL,,ALL,,,,01,,,,,,,,ALL,,,,,02,,,,,,,,04,,,,01,,"05,06,11,",,,,,,,,,,,,10,15,,02,10,10,2019-04-13,80
ст.120 ч.3,4,13590,1,,1,1200003,FE1R10P1,Изнасилование,Зорлау,"01,02,03,04,05,06",,,,,,,06,,,ALL,,,"03,05",ALL,01,,,,,,,,,,,,,,,,,,,04,,,,,,2,0,,,NO,,,ALL,,05,ALL,,ALL,,,"03,05",01,,,,,,,,ALL,,,,,02,,,,,,,,04,,,,01,,"05,06,11,",,,,,,,,,,,,10,15,,02,10,10,2015-01-01,81
ст.120 ч.3,4,13960,1,,1,1200003,FE1R10P1,Изнасилование,Зорлау,"02,04",,,,,,,06,,,ALL,,,,ALL,,,,,,,,,,,,,,,,,,,,04,,,,,,1,0,,,NO,,,ALL,,,ALL,,ALL,,,,01,,,,,,,,ALL,,,,,02,,,,,,,,04,,,,01,,"05,06,11,",,,,,,,,,,,,12,15,,02,10,10,2021-01-11,82
ст.120 ч.3,4,13940,1,,1,1200003,FE1R10P1,Изнасилование,Зорлау,"02,04,06",,,,,,,06,,,ALL,,,,ALL,,,,,,,,,,,,,,,,,,,,04,,,,,,2,0,,,NO,,,ALL,,,ALL,,ALL,,,,01,,,,,,,,ALL,,,,,02,,,,,,,,04,,,,01,,"05,06,11,",,,,,,,,,,,,12,15,,02,10,10,2020-01-11,83
ст.120 ч.4,4,14580,1,,1,1200004,FE1R10P1,Изнасилование,Зорлау,,,,,,,,,,,ALL,,,ALL,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,,ALL,,ALL,,ALL,,,,,,,,,,,,,,,ALL,,,,ALL,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,15,20,22,,,,2015-01-01,84
ст.120 ч.4,4,14660,1,,1,1200004,FE1R10P1,Изнасилование,Зорлау,,,,,,,,,,,ALL,,,ALL,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,,ALL,,ALL,,ALL,,,,,,,,,,,,,,,ALL,,,,ALL,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,20,20,22,,,,2020-01-11,85
ст.120 ч.4,4,14680,1,,1,1200004,FE1R10P1,Изнасилование,Зорлау,,,,,,,,,,,ALL,,,ALL,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,ALL,,,ALL,,ALL,,ALL,,,,,,,,,,,,,,,ALL,,,,ALL,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,20,20,22,,,,2021-01-11,86
ст.120 ч.4,4,14600,1,,1,1200004,FE1R10P1,Изнасилование,Зорлау,,,,,,,,,,,ALL,,,ALL,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,,ALL,,ALL,,ALL,,,,,,,,,,,,,,,ALL,,,,ALL,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,17,20,22,,,,2019-04-13,87
ст.120 ч.3-1,4,14110,1,,1,1200031,FE1R10P1,Изнасилование,Зорлау,"01,02",,,,,,,,,,ALL,,,ALL,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,02,ALL,,ALL,,,ALL,,,,,,,,,02,,01,,,,03,,,,,,,,,,03,01,,"05,06,11,",,,,,,,,,,,,12,17,22,,,,2019-04-13,88
ст.120 ч.3-1,4,14160,1,,1,1200031,FE1R10P1,Изнасилование,Зорлау,"01,03",,,,,,,,,,ALL,,,ALL,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,ALL,,02,ALL,,ALL,,,ALL,,,,,,,,,03,,01,,,,03,,,,,,,,,,03,01,,"05,06,11,",,,,,,,,,,,,15,17,22,,,,2021-01-11,89
ст.120 ч.3-2,4,14620,1,,1,1200032,FE1R10P1,Изнасилование,Зорлау,"01,02",,,,,,,,,,ALL,,,ALL,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,,ALL,,ALL,,,01,02,,,,,,,,,,ALL,,,,,,,,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,17,20,22,,,,2020-01-11,90
ст.120 ч.3-2,4,14640,1,,1,1200032,FE1R10P1,Изнасилование,Зорлау,"01,03",,,,,,,,,,ALL,,,ALL,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,ALL,,,ALL,,ALL,,,01,02,,,,,,,,,,ALL,,,,,,,,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,17,20,22,,,,2021-01-11,91
ст.121 ч.1,3,10680,1,2,1,1210001,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,8,,,,,2020-01-11,92
ст.121 ч.1,2,7700,1,2,1,1210001,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,5,,,,,2015-01-01,93
ст.121 ч.1,2,7720,1,2,1,1210001,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,5,,,,,2019-04-13,94
ст.121 ч.1,3,10700,1,2,1,1210001,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,ALL,,NO,ALL,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,8,,,,,2021-01-11,95
ст.121 ч.2,3,13060,1,,1,1210002,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,"01,02,03,04,05",,,,,01,01,,,04,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,ALL,,NO,ALL,,,,,,,,,,,,,,ALL,,,,04,03,01,,,,,02,,,,,,01,,"05,06,11,",,,,,,,,,,,,9,12,,,,,2021-01-11,96
ст.121 ч.2,3,11110,1,,1,1210002,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,"01,02,03,04",,,,,01,01,,,04,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,,,,,,,,,,,,,ALL,,,,04,03,01,,,,,02,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,10,,,,,2015-01-01,97
ст.121 ч.2,3,11380,1,,1,1210002,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,"01,02,03,04",,,,,01,01,,,04,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,,,,,,,,,,,,,ALL,,,,04,03,01,,,,,02,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,10,,,,,2019-04-13,98
ст.121 ч.2,3,13040,1,,1,1210002,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,"01,02,03,04,05",,,,,01,01,,,04,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,NO,ALL,,,,,,,,,,,,,,ALL,,,,04,03,01,,,,,02,,,,,,01,,"05,06,11,",,,,,,,,,,,,9,12,,,,,2020-01-11,99
ст.121 ч.3,4,13950,1,,1,1210003,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,"02,04,06",,,,,,,06,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,2,0,,,NO,,,ALL,,,ALL,,,,,,01,,,,,,,,ALL,,,,,02,,,,,,,,04,,,,01,,"05,06,11,",,,,,,,,,,,,12,15,,02,10,10,2020-01-11,100
ст.121 ч.3,4,13620,1,,1,1210003,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,"01,02,04,06",,,,,,,06,,,ALL,,,,,01,,,,,,,,,,,,,,,,,,,04,,,,,,2,0,,,NO,,,ALL,,,ALL,,,,,,01,,,,,,,,ALL,,,,,02,,,,,,,,04,,,,01,,"05,06,11,",,,,,,,,,,,,10,15,,02,10,10,2019-04-13,101
ст.121 ч.3,4,13600,1,,1,1210003,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,"01,02,03,04,05,06",,,,,,,06,,,ALL,,,"03,05",,01,,,,,,,,,,,,,,,,,,,04,,,,,,2,0,,,NO,,,ALL,,05,ALL,,,,,"03,05",01,,,,,,,,ALL,,,,,02,,,,,,,,04,,,,01,,"05,06,11,",,,,,,,,,,,,10,15,,02,10,10,2015-01-01,102
ст.121 ч.3,4,13970,1,,1,1210003,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,"02,04",,,,,,,06,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,1,0,,,NO,,,ALL,,,ALL,,,,,,01,,,,,,,,ALL,,,,,02,,,,,,,,04,,,,01,,"05,06,11,",,,,,,,,,,,,12,15,,02,10,10,2021-01-11,103
ст.121 ч.4,4,14610,1,,1,1210004,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,,,,,,,,,,,ALL,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,,ALL,,,,ALL,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,17,20,22,,,,2019-04-13,104
ст.121 ч.4,4,14670,1,,1,1210004,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,,,,,,,,,,,ALL,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,,ALL,,,,ALL,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,20,20,22,,,,2020-01-11,105
ст.121 ч.4,4,14690,1,,1,1210004,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,,,,,,,,,,,ALL,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,ALL,,,ALL,,,,ALL,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,20,20,22,,,,2021-01-11,106
ст.121 ч.4,4,14590,1,,1,1210004,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,,,,,,,,,,,ALL,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,,ALL,,,,ALL,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,15,20,22,,,,2015-01-01,107
ст.121 ч.3-1,4,14140,1,,1,1210031,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,"01,02",,,,,,,,,,ALL,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,ALL,,ALL,ALL,,,,,ALL,,,,,,,,,02,,01,,,,03,,,,,,,,,,03,01,,"05,06,11,",,,,,,,,,,,,12,17,22,02,10,10,2019-04-13,108
ст.121 ч.3-1,4,14170,1,,1,1210031,FE1R10P1,Насильственные действия сексуального характера,Сексуалдыќ сипаттаєы зорлыќ-зомбылыќ јрекеттері,"01,03",,,,,,,,,,ALL,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,ALL,,ALL,ALL,,,,,ALL,,,,,,,,,03,,01,,,,03,,,,,,,,,,03,01,,"05,06,11,",,,,,,,,,,,,15,17,22,,,,2021-01-11,109
