stat,hard,koef_hard,line,fs1_public,prest,p2,p3,p1_1,p1_2,punkt,kodific,f10r13p1,f10r14p1_1,f10r14p1_2,f10r151_03,f10r14p1_6,f10r18p1,f10r18p1_2,f10r19p1um,f10r19p113,f10r19p114,f10r19p121,f10r211p1,f10r22p1,f10r24p1,f10r24p1gr,f10r24p2,f10r24p3,f10r25p1,f10r25p1gr,f10r25p2,f10r25p3,f10r27p1,f11r9p1_05,f11r9_no11,f11r9p1_21,f11r9p1_22,f11r9p1212,f11r9_no01,f11r91_24,f11r10no13,f11r17_01,f11r17_02,f11r17_03,f11r17_04,f11r17_07,f20r30_82,f60r15,f60r15p7,status,ord_r,fe1r32p1,fe1r33p1,fe1r33_16,fe1r331_12,fe1r331_20,fe1r34_04,fe1r351p1,fe2r18_33,fl1,fl1_2,fl1_wom,fl1_bwom,fl1_ml,fl1_nl,fl1u,fl1u_2,fl1u_wom,fl1u_bwom,fl1u_ml,fl1u_nl,fs1_neost,fs1r566_3o,fs1r567_1o,fs1r567_2,fs1r567_3o,fs1r567_4o,fs1r62_21,fs1r62_02,fs1r62_03,fs1r62_05,fs1r62_06,fs1r62_07,fs1r62_08,fs1r62_09,fs1r62_10,fs1r62_11,fs1r62_12,fs1r62_16,fs1r70_01,fs1r64,fs1r64_add,fs1r64_nn,fs1r64_0,fs1r64_05n,fs1r64_05x,fs1r64_06n,fs1r64_06x,fs1r64_09n,fs1r64_09x,fs1r64_12n,fs1r64_12x,fs1r64_11n,fs1r64_11x,fs1r64_01n,fs1r64_01x,fs1r65_o,fs1r65_n,fs1r65_02n,fs1r65_02x,d_izm,id
ст.297 ч.3,4,13710,1,,1,2970003,FE1R10P1-,"Незаконные изготовление, переработка, приобретение","Есірткі, психотроптыќ заттарды, сол тектестерді ґт","01,02,03,04","NRK,",,,,,01,,,02,ALL,,,01,,,04,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,02,,01,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,10,15,01,,,,2015-01-01,817
ст.297 ч.3,3,13130,1,,1,2970003,FE1R10P1,"Незаконные изготовление, переработка, приобретение","Есірткі, психотроптыќ заттарды, сол тектестерді ґт","01,02,03,04,05,06","NRK,",,,,,01,,,02,ALL,,,01,,,04,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,02,,01,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,10,12,01,,,,2015-01-01,818
ст.297 ч.4,4,14530,1,,1,2970004,FE1R10P1,"Незаконные изготовление, переработка, приобретение","Есірткі, психотроптыќ заттарды, сол тектестерді ґт",,"NRK,",,,,,,,,,ALL,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,ALL,ALL,"01,03",,"05,06,11,",,,,,,,,,,,,15,20,01,,,,2015-01-01,819
ст.297 ч.4,4,14560,1,,1,2970004,FE1R10P1,"Незаконные изготовление, переработка, приобретение","Есірткі, психотроптыќ заттарды, сол тектестерді ґт",,"NRK,",,,,,,,,,ALL,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,ALL,ALL,"01,03",,"05,06,11,",,,,,,,,,,,,15,20,01,,,,2025-03-06,820
ст.297-1 ч.1,3,11780,1,,1,2970101,FE1R10P1,"Незаконные изготовление, переработка, производство","Есірткі, психотроптыќ заттарды, сол тектестерді ґт",,"NRK,",,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,10,01,,,,2025-03-06,821
ст.297-1 ч.2,3,12390,1,,1,2970102,FE1R10P1,"Незаконные изготовление, переработка, производство","Есірткі, психотроптыќ заттарды, сол тектестерді ґт",,"NRK,",,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,6,12,01,,,,2025-03-06,822
ст.337 ч.4,3,8330,,,1,3370004,FE1R10P1,Незаконная охота,Заѕсыз аѕшылыќ,"01,02,03,04",,,,,,,,,,,,,,,,03,,04,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,03,,"05,06,11,01",,,,,6000,,6000,,,,,3,6,3,6,"01,02",,,7,2020-01-11,823
ст.297-1 ч.3,3,13140,1,,1,2970103,FE1R10P1,"Незаконные изготовление, переработка, производство","Есірткі, психотроптыќ заттарды, сол тектестерді ґт","01,02,03","NRK,",,,,,01,,,02,ALL,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,02,,01,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,10,12,01,,,,2025-03-06,824
ст.297-1 ч.4,4,14570,1,,1,2970104,FE1R10P1,"Незаконные изготовление, переработка, производство","Есірткі, психотроптыќ заттарды, сол тектестерді ґт",,"NRK,",,,,,,,,,ALL,,,,,ALL -,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,ALL,ALL,"01,03",,"05,06,11,",,,,,,,,,,,,15,20,01,,,,2025-03-06,825
ст.298 ч.1,3,8900,1,,1,2980001,FE1R10P1,"Хищение либо вымогательство наркотических средств,","Есірткі, психотроптыќ заттарды, сол тектестерді жы",,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,7,,,,,2015-01-01,826
ст.298 ч.2,3,11980,1,,1,2980002,FE1R10P1,"Хищение либо вымогательство наркотических средств,","Есірткі, психотроптыќ заттарды, сол тектестерді жы","01,02,03,04","NRK,",,,,,01,,,02,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,04,,,,,,,,,,,,,,,,,,,,,02,,01,,,,,,,,,03,,01,,"05,06,11,",,,,,,,,,,,,6,10,01,,,,2015-01-01,827
ст.298 ч.3,4,13720,1,,1,2980003,FE1R10P1,"Хищение либо вымогательство наркотических средств,","Есірткі, психотроптыќ заттарды, сол тектестерді жы","01,02,03","NRK,",,,,,01,,,02,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,01,01,,"05,06,11,",,,,,,,,,,,,10,15,01,,,,2015-01-01,828
ст.298 ч.4,4,14540,1,,1,2980004,FE1R10P1,"Хищение либо вымогательство наркотических средств,","Есірткі, психотроптыќ заттарды, сол тектестерді жы",,"NRK,",,,,,01,,,02,,,,,,,03,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,15,20,01,,,,2015-01-01,829
ст.299 ч.1,2,5670,1,,1,2990001,FE1R10P1,"Склонение к потреблению наркотических средств, пси","Есірткі, психотроптыќ заттарды, сол тектестерді тў",,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,4000,,4000,,1000,,,,4,,4,,,,,2015-01-01,830
ст.299 ч.2,3,10340,1,,1,2990002,FE1R10P1,"Склонение к потреблению наркотических средств, пси","Есірткі, психотроптыќ заттарды, сол тектестерді тў","01,02","NRK,",,,,,01,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,02,,,,,,,,,,,,,,,,,,,,,02,,01,,,,,,,,,05,,01,,"05,06,11,",,,,,,,,,,,,3,8,,,,,2015-01-01,831
ст.299 ч.2,3,10400,1,,1,2990002,FE1R10P1,"Склонение к потреблению наркотических средств, пси","Есірткі, психотроптыќ заттарды, сол тектестерді тў","01,02,03","NRK,",,,,,01,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,02,,,,,,,,,,,,,,,,,,,,,02,,01,,,,,,,,,05,,01,,"05,06,11,",,,,,,,,,,,,3,8,,,,,2020-01-11,832
ст.299 ч.3,3,12060,1,,1,2990003,FE1R10P1,"Склонение к потреблению наркотических средств, пси","Есірткі, психотроптыќ заттарды, сол тектестерді тў","01,02,03","NRK,",,,,,,03,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,,,,03,01,,"05,06,11,",,,,,,,,,,,,7,10,,,,,2015-01-01,833
ст.299 ч.4,4,14450,1,,1,2990004,FE1R10P1,"Склонение к потреблению наркотических средств, пси","Есірткі, психотроптыќ заттарды, сол тектестерді тў",,"NRK,",,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,"01,03",,"05,06,11,",,,,,,,,,,,,15,20,,,,,2015-01-01,834
ст.299-1 ч.1,2,4020,1,,1,2990101,FE1R10P1,Пропаганда или незаконная реклама наркотических ср,Пропаганда или незаконная реклама наркотических ср,,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,09,11,",,,,,,,,,,,,,3,,,,,2020-01-11,835
ст.299-1 ч.2,3,8190,1,,1,2990102,FE1R10P1,Пропаганда или незаконная реклама наркотических ср,Пропаганда или незаконная реклама наркотических ср,"01,02,03,04,05","NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,NO,,,,,,,,,,,,,,,,,,,,,02,,01,,,,,,,,,,,01,,"05,06,09,11,",,,,,,,,,,,,3,6,,,,,2020-01-11,836
ст.300 ч.1,1,3100,1,,1,3000001,FE1R10P1,Незаконное культивирование запрещенных к возделыва,"Ќўрамында есiрткi заттар бар, ґсiруге тыйым салынє",,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,,,,2015-01-01,837
ст.300 ч.1,1,3340,1,,1,3000001,FE1R10P1,Незаконное культивирование запрещенных к возделыва,"Ќўрамында есiрткi заттар бар, ґсiруге тыйым салынє",,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,,,,2025-03-06,838
ст.300 ч.2,3,10350,1,,1,3000002,FE1R10P1,Незаконное культивирование запрещенных к возделыва,"Ќўрамында есiрткi заттар бар, ґсiруге тыйым салынє","01,02,03","NRK,",,,,,01,,,02,,,,,,,01,,03,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,02,,01,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,8,,,,,2015-01-01,839
ст.300 ч.2,3,10440,1,,1,3000002,FE1R10P1,Незаконное культивирование запрещенных к возделыва,"Ќўрамында есiрткi заттар бар, ґсiруге тыйым салынє","01,02,03","NRK,",,,,,01,,,02,,,,,,,01,,03,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,02,,01,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,8,,,,,2025-03-06,840
ст.300 ч.3,3,12600,1,,1,3000003,FE1R10P1,Незаконное культивирование запрещенных к возделыва,"Ќўрамында есiрткi заттар бар, ґсiруге тыйым салынє","01,02","NRK,",,,,,01,,,02,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,01,01,,"05,06,11,",,,,,,,,,,,,7,12,,01,,,2025-03-06,841
ст.301 ч.1,2,6100,1,,1,3010001,FE1R10P1,"Незаконный оборот ядовитых веществ, а также вещест","Незаконный оборот ядовитых веществ, а также вещест",,"1,NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,,5,,,,,2015-01-01,842
ст.301 ч.2,3,7860,1,,1,3010002,FE1R10P1,"Незаконный оборот ядовитых веществ, а также вещест","Незаконный оборот ядовитых веществ, а также вещест",,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,,6,,,,,2015-01-01,843
ст.301 ч.2,3,9000,1,,1,3010002,FE1R10P1,"Незаконный оборот ядовитых веществ, а также вещест","Незаконный оборот ядовитых веществ, а также вещест",,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,7,,,,,2020-01-11,844
ст.301 ч.3,3,10660,1,,1,3010003,FE1R10P1,"Незаконный оборот ядовитых веществ, а также вещест","Улы заттардыѕ, сондай-аќ есiрткi, психотроптыќ нем","01,02,03","NRK,",,,,,02,,,03,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,02,,,,,,,,,01,,01,,"05,06,11,",,,,,,,,,,,,5,8,,,,,2015-01-01,845
ст.301 ч.3,3,12110,1,,1,3010003,FE1R10P1,"Незаконный оборот ядовитых веществ, а также вещест","Незаконный оборот ядовитых веществ, а также вещест","01,02,03,04","NRK,",,,,,02,,,03,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,02,,,,,,,,,01,,01,,"05,06,11,",,,,,,,,,,,,7,10,,,,,2020-01-11,846
ст.367 ч.2,2,6340,,,1,3670002,FE1R10P1,Дача взятки,Пара беру,,"KR,",ALL,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,01",,,,20xN,30xN,,,,,,,,,,5,22,01,,,2015-01-01,847
ст.301 ч.4,4,13460,1,,1,3010004,FE1R10P1,"Незаконный оборот ядовитых веществ, а также вещест","Незаконный оборот ядовитых веществ, а также вещест",,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,ALL,01,,"05,06,11,",,,,,,,,,,,,10,15,,,,,2020-01-11,848
ст.301 ч.4,3,12070,1,,1,3010004,FE1R10P1,"Незаконный оборот ядовитых веществ, а также вещест","Улы заттардыѕ, сондай-аќ есiрткi, психотроптыќ нем",,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,ALL,01,,"05,06,11,",,,,,,,,,,,,7,10,,,,,2015-01-01,849
ст.301-1 ч.1,0,1690,1,,2,3010101,FE1R10P1,"Оборот некурительных табачных изделий, электронных","Шегілмейтін темекі бўйымдарыныѕ, электрондыќ тўтын",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,200,,200,,200,,50,,,,,,,,,2024-06-15,850
ст.301-1 ч.2,1,3380,1,,1,3010102,FE1R10P1,"Оборот некурительных табачных изделий, электронных","Шегілмейтін темекі бўйымдарыныѕ, электрондыќ тўтын",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,01,,,2024-06-15,851
ст.301-1 ч.3,2,7330,1,,1,3010103,FE1R10P1,"Оборот некурительных табачных изделий, электронных","Шегілмейтін темекі бўйымдарыныѕ, электрондыќ тўтын","01,02,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,03,,01,,,,,,,,,,01,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,01,,,,2024-06-15,852
ст.302 ч.1,3,9270,,,1,3020001,FE1R10P1,Организация или содержание притонов для потреблени,"Есірткі, психотроптыќ заттарды, сол тектестерді тў",,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,7,01,,,,2015-01-01,853
ст.302 ч.2,3,12680,,,1,3020002,FE1R10P1,Организация или содержание притонов для потреблени,"Есірткі, психотроптыќ заттарды, сол тектестерді тў","01,02,03","NRK,",,,,,,03,,02,ALL,,,,,ALL,01,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,02,,03,,,,,,,,,01,03,01,,"05,06,11,",,,,,,,,,,,,7,12,01,,,,2015-01-01,854
ст.303 ч.1,0,1060,,,2,3030001,FE1R10P1,Нарушение правил обращения с наркотическими средст,"Есiрткi, психотроптыќ немесе улы заттармен жўмыс і",,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,160,,160,,160,,40,,,,,,02,,3,2015-01-01,855
ст.303 ч.2,2,5250,,,1,3030002,FE1R10P1,Нарушение правил обращения с наркотическими средст,"Есiрткi, психотроптыќ немесе улы заттармен жўмыс і",,"NRK,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,"05,06,09,11,01",,,,,3000,,3000,,800,,,,3,,3,02,,,3,2015-01-01,856
ст.304 ч.1,1,2880,,,1,3040001,FE1R10P1,Нарушение санитарных правил или гигиенических норм,Санитариялыќ ќаєидаларды немесе гигиеналыќ нормати,,1,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,02,,3,2015-01-01,857
ст.304 ч.2,1,6400,,,1,3040002,FE1R10P1,Нарушение санитарных правил или гигиенических норм,Санитариялыќ ќаєидаларды немесе гигиеналыќ нормати,"01,02",,,,,,,,,,ALL,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,ALL,,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,"11,01",,"05,06,",,,,,,,,,,,5,,5,,,,,2015-01-01,858
ст.304 ч.3,2,11030,,,1,3040003,FE1R10P1,Нарушение санитарных правил или гигиенических норм,Санитариялыќ ќаєидаларды немесе гигиеналыќ нормати,,,,,,,,,,,ALL,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,ALL,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,5,10,,02,,3,2015-01-01,859
ст.305 ч.1,1,3510,,,1,3050001,FE1R10P1,"Сокрытие информации об обстоятельствах, создающих",Адамдардыѕ ґмiрiне немесе денсаулыєына ќауiп тґндi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,,02,,3,2015-01-01,860
ст.305 ч.2,2,5770,,,1,3050002,FE1R10P1,"Сокрытие информации об обстоятельствах, создающих",Адамдардыѕ ґмiрiне немесе денсаулыєына ќауiп тґндi,"01,02,03,04",,,,,,02,,,,,,,01,,,04,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,"05,06,09,11,01",,,,,4000,,4000,,1000,,,,4,,4,,02,,3,2015-01-01,861
ст.306 ч.1,0,700,1,,2,3060001,FE1R10P1,"Выпуск или продажа товаров, выполнение работ либо",Ќауiпсiздiк талаптарына сай келмейтін тауарларды ш,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,ALL,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,"05,06,09,12",,,,,160,,160,,160,,40,,,,,,02,,3,2015-01-01,862
ст.306 ч.2,1,7040,1,,1,3060002,FE1R10P1,"Выпуск или продажа товаров, выполнение работ либо",Ќауiпсiздiк талаптарына сай келмейтін тауарларды ш,"01,02",,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,02,,,01,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,,02,,3,2015-01-01,863
ст.306 ч.3,2,10560,1,,1,3060003,FE1R10P1,"Выпуск или продажа товаров, выполнение работ либо",Ќауiпсiздiк талаптарына сай келмейтін тауарларды ш,,,,,,,,ALL,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,ALL,,,,,,ALL,,,,,,,ALL,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,4,8,,,,,2015-01-01,864
ст.307 ч.1,1,3600,1,,1,3070001,FE1R10P1,Организация незаконного игорного бизнеса,Заѕсыз ойын бизнесiн ўйымдастыру,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,2000,,2000,,600,,,,2,,2,01,,,,2015-01-01,865
ст.307 ч.2,2,7370,1,,1,3070002,FE1R10P1,Организация незаконного игорного бизнеса,Заѕсыз ойын бизнесiн ўйымдастыру,"01,02,03,04,05",,,,,,02,,,,,,,01,,,04,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,05,,02,,,,,,,,,04,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,01,,,,2025-09-16,866
ст.307 ч.2,2,7310,1,,1,3070002,FE1R10P1,Организация незаконного игорного бизнеса,Заѕсыз ойын бизнесiн ўйымдастыру,"01,02,03,04",,,,,,02,,,,,,,01,,,04,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,05,,02,,,,,,,,,04,,"05,06,09,11,01",,,,,5000,,5000,,1200,,,,5,,5,01,,,,2015-01-01,867
ст.307 ч.3,3,9970,1,,1,3070003,FE1R10P1,Организация незаконного игорного бизнеса,Заѕсыз ойын бизнесiн ўйымдастыру,"01,02,03",,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,01,"01,05",,"05,06,11,",,10xK,20xK,,,,,,,,,4,7,01,,,,2020-01-11,868
ст.307 ч.3,3,9960,1,,1,3070003,FE1R10P1,Организация незаконного игорного бизнеса,Заѕсыз ойын бизнесiн ўйымдастыру,"01,02,03","KR,",,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,01,"01,05",,"05,06,11,",,10xK,20xK,,,,,,,,,4,7,01,,,,2015-01-01,869
ст.308 ч.1,2,5120,1,,1,3080001,FE1R10P1,Вовлечение в занятие проституцией,Жезґкшелiкпен айналысуєа тарту,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05,06,09,11,01",,,,,3000,,3000,,800,,,,3,,3,01,,,,2015-01-01,870
ст.308 ч.2,3,8250,1,,1,3080002,FE1R10P1,Вовлечение в занятие проституцией,Жезґкшелiкпен айналысуєа тарту,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,ALL,,ALL,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,6,01,,,,2015-01-01,871
ст.308 ч.3,3,10070,1,,1,3080003,FE1R10P1,Вовлечение в занятие проституцией,Жезґкшелiкпен айналысуєа тарту,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,ALL,01,,"05,06,11,",,,,,,,,,,,,5,7,01,,,,2015-01-01,872
ст.309 ч.1,2,6290,1,,1,3090001,FE1R10P1,Организация или содержание притонов для занятия пр,Жезґкшелiкпен айналысуєа арналєан притондар ўйымда,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,,5,01,,,,2024-09-04,873
ст.309 ч.1,2,6280,1,,1,3090001,FE1R10P1,Организация или содержание притонов для занятия пр,Жезґкшелiкпен айналысуєа арналєан притондар ўйымда,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,,5,01,,,,2015-01-01,874
ст.309 ч.2,3,9280,1,,1,3090002,FE1R10P1,Организация или содержание притонов для занятия пр,Жезґкшелiкпен айналысуєа арналєан притондар ўйымда,"01,02,03",,,,,,01,,,02,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,01,05,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,7,01,,,,2015-01-01,875
ст.309 ч.2,3,9310,1,,1,3090002,FE1R10P1,Организация или содержание притонов для занятия пр,Жезґкшелiкпен айналысуєа арналєан притондар ўйымда,"01,02,03,04,05",,,,,,01,,,02,,,,03,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,01,05,,,,,,,,,,01,,"05,06,11,",,,,,,,,,,,,3,7,01,,,,2024-09-04,876
